ID,Type,RA,DECL,ID_OGLE_II,ID_OGLE_III,ID_OGLE_IV,ID_OTHER,I,V,V_I,P,dP,T0,A,Ecc,Incl,Peri,Var,Model,S,C,Remarks
OGLE-LMC-HB-0001,RG,4.755433,-67.053972,-99.99,LMC145.1.4667,LMC540.27.63,-99.99,15.905,17.291,1.386,376.42,0.27,9231.2,0.03,0.314,54.1,132.3,-99.99,1,0.00539,0.0013,
OGLE-LMC-HB-0002,RG,4.773567,-72.799389,-99.99,-99.99,LMC528.21.4791,OGLE-LMC-ECL-26648,16.52,17.9,1.38,207.35,0.12,9015.7,0.039,0.314,79.7,24.3,-99.99,1,0.00518,0.00202,
OGLE-LMC-HB-0003,MS,4.784006,-68.917139,-99.99,LMC141.8.8773,LMC539.08.103,OGLE-LMC-ECL-26688,15.886,15.848,-0.038,4.186218,0.000029,9002.575,0.03,0.136,41.7,168.2,-99.99,1,0.0146,-0.0045,
OGLE-LMC-HB-0004,RG,4.787808,-68.973583,-99.99,LMC142.4.50,LMC539.08.27,-99.99,15.574,17.283,1.709,243.965,0.094,9112.6,0.028,0.291,30.7,173.4,ECL,0,0.0102,-0.00665,
OGLE-LMC-HB-0005,RG,4.788506,-70.079056,-99.99,LMC143.1.18,LMC530.31.2375,-99.99,14.225,15.753,1.528,494.52,0.27,9437.3,0.037,0.3109,62,120.4,-99.99,1,0.00574,0.0005,
OGLE-LMC-HB-0006,RG,4.790075,-70.677528,-99.99,LMC144.1.7335,LMC530.14.7330,-99.99,15.853,17.36,1.507,202.326,0.062,9000.2,0.029,0.183,51.7,92.7,TEO,1,0.00976,-0.00167,
OGLE-LMC-HB-0007,RG,4.791044,-69.485611,-99.99,LMC142.1.21,LMC531.15.2912,-99.99,14.506,15.943,1.437,662.83,0.68,9164.7,0.021,0.519,70,14.4,-99.99,1,0.00121,0.00064,
OGLE-LMC-HB-0008,RG,4.796111,-69.290417,-99.99,LMC142.2.45,LMC531.24.4,-99.99,14.271,15.623,1.352,404.2,0.24,9264.7,0.031,0.212,50.5,2.6,-99.99,1,0.00963,-0.0004,
OGLE-LMC-HB-0009,RG,4.82755,-68.515389,-99.99,LMC141.3.13731,LMC532.06.25753,EROS2-star lm015-5k-26494,15.161,16.968,1.807,592.56,0.17,9482.8,0.061,0.4466,59.9,79.2,-99.99,1,0.00552,-0.00071,
OGLE-LMC-HB-0010,RG,4.835717,-70.018,-99.99,LMC136.8.64,LMC530.29.22963,-99.99,15.094,16.287,1.193,177.161,0.045,9062.8,0.023,0.407,36.65,65.8,-99.99,1,0.00601,-0.0028,
OGLE-LMC-HB-0011,RG,4.8379,-70.177583,-99.99,LMC137.5.11971,LMC530.29.16078,-99.99,15.591,17.2,1.609,438.74,0.34,9331,0.025,0.282,89.8,122.3,-99.99,1,0.00324,0.002,
OGLE-LMC-HB-0012,RG,4.845908,-70.098139,-99.99,LMC136.8.11243,LMC530.29.19176,OGLE-LMC-ECL-01488,15.371,16.882,1.511,435.49,0.22,9405.3,0.041,0.296,54.8,18.8,ECL,0,0.00812,-0.00052,
OGLE-LMC-HB-0013,RG,4.846486,-70.275611,-99.99,LMC137.5.12067,LMC530.21.18945,OGLE-LMC-ECL-27014,15.999,17.499,1.5,324.538,0.078,9182.4,0.048,0.452,76.3,59.6,-99.99,1,0.00311,0.00101,
OGLE-LMC-HB-0014,RG,4.849042,-69.426722,-99.99,LMC135.8.17507,LMC531.13.10236,EROS2-star lm012-2m-3813,14.497,15.726,1.229,359.11,0.19,9253.1,0.041,0.26,39.03,161.7,-99.99,1,0.01416,-0.00585,
OGLE-LMC-HB-0015,RG,4.856022,-67.221167,-99.99,LMC139.4.7634,LMC533.06.19946,-99.99,15.238,16.618,1.38,311.75,0.15,9257.2,0.028,0.191,66,47.3,-99.99,1,0.00613,0.00153,
OGLE-LMC-HB-0016,RG,4.864228,-69.720583,-99.99,LMC136.6.15163,LMC531.04.31795,-99.99,15.207,16.232,1.025,128.69,0.032,9086.4,0.023,0.2,76.8,32.7,-99.99,1,0.00439,0.00261,
OGLE-LMC-HB-0017,MS,4.865533,-69.392889,-99.99,LMC135.7.7716,LMC531.12.36543,-99.99,16.258,16.17,-0.088,19.72612,0.00031,9004.111,0.093,0.176,17.31,9.4,-99.99,1,0.0741,-0.0568,
OGLE-LMC-HB-0018,RG,4.868228,-66.81,-99.99,LMC138.3.7148,LMC533.23.11,-99.99,14.975,16.558,1.583,577.86,0.24,9165.2,0.052,0.3787,53.1,173.4,-99.99,1,0.00806,0.00024,
OGLE-LMC-HB-0019,RG,4.870322,-69.550889,-99.99,-99.99,LMC531.12.24810,-99.99,15.487,17.067,1.58,547.52,0.73,9326.2,0.022,0.447,60.1,102.2,-99.99,1,0.002,0.00082,
OGLE-LMC-HB-0020,RG,4.8733,-68.365139,-99.99,LMC134.5.22443,LMC532.13.4,OGLE-LMC-ECL-01908,12.874,14.222,1.348,415.377,0.038,9386.91,0.263,0.0191,12.7,45.88,ECL,0,1.0663,-0.9999,
OGLE-LMC-HB-0021,RG,4.876208,-68.842667,-99.99,LMC134.8.26510,LMC531.29.6068,-99.99,15.204,16.891,1.687,402.65,0.34,9126.1,0.021,0.131,43.3,171.5,-99.99,1,0.0099,-0.0026,
OGLE-LMC-HB-0022,RG,4.890814,-66.566,-99.99,-99.99,LMC533.22.9632,EROS2-star lm028-1n-24990,15.025,16.777,1.752,370.7,0.13,9249.8,0.085,0.2967,54.2,100.2,-99.99,1,0.0173,-0.0065,
OGLE-LMC-HB-0023,RG,4.900642,-68.121028,-99.99,LMC133.7.17484,LMC532.12.15797,-99.99,16.226,17.718,1.492,237.91,0.12,9078.9,0.026,0.193,73.6,104.8,-99.99,1,0.00512,0.00252,
OGLE-LMC-HB-0024,RG,4.912181,-69.082444,-99.99,LMC135.4.4729,LMC531.20.13102,-99.99,15.598,17.149,1.551,222.295,0.064,9039.1,0.035,0.289,44.9,144.9,-99.99,1,0.00897,-0.00163,
OGLE-LMC-HB-0025,RG,4.912639,-66.3535,-99.99,-99.99,LMC533.29.14235,-99.99,14.43,16.162,1.732,578.54,0.61,9125.9,0.057,0.371,74.6,75.6,-99.99,1,0.00562,0.00192,
OGLE-LMC-HB-0026,RG,4.915436,-70.757389,-99.99,LMC130.5.9,LMC530.10.2672,-99.99,13.916,15.416,1.5,700,1,9470.9,0.021,0.407,45.5,17.3,-99.99,0,0.00327,-0.00075,
OGLE-LMC-HB-0027,MS,4.916164,-67.633889,-99.99,LMC132.8.13249,LMC532.28.22811,OGLE-LMC-ECL-27523,16.177,16.108,-0.069,6.451445,0.000072,9004.756,0.028,0.328,48.2,59.9,ECL,0,0.00593,-0.00103,
OGLE-LMC-HB-0028,RG,4.919147,-67.590833,-99.99,LMC132.2.3,LMC532.28.27326,-99.99,14.292,15.669,1.377,636.65,0.47,9517.1,0.028,0.494,56.5,3,-99.99,1,0.00233,0.00075,
OGLE-LMC-HB-0029,RG,4.925325,-72.588583,-99.99,-99.99,LMC507.16.33,EROS2-star lm067-4m-6381,14.872,16.631,1.759,433.04,0.31,9097.8,0.072,0.2954,69.2,96.6,-99.99,1,0.0106,0.0018,
OGLE-LMC-HB-0030,MS,4.925339,-69.468194,-99.99,LMC135.1.25511,LMC531.10.36227,-99.99,16.516,16.656,0.14,395.067,0.057,9386.9,0.097,0.4619,35.15,35.4,ECL,0,0.01626,-0.0087,
OGLE-LMC-HB-0031,RG,4.928961,-68.710972,-99.99,LMC134.2.33954,LMC531.27.57392,-99.99,15.641,17.281,1.64,496.03,0.19,9267.5,0.045,0.3979,62.3,174.2,-99.99,1,0.00559,0.00173,
OGLE-LMC-HB-0032,MS,4.929953,-69.469167,-99.99,LMC135.1.30322,LMC531.10.36099,OGLE-LMC-ECL-03133,13.965,13.923,-0.042,31.089595,0.000057,9013.021,0.248,0.7434,89.9,90,ECL,0,0.001565,-0.00025,
OGLE-LMC-HB-0033,RG,4.930608,-70.031972,-99.99,LMC128.8.19813,LMC530.26.25958,OGLE-LMC-ECL-03149,15.544,17.149,1.605,622.84,0.14,9177.8,0.079,0.5506,88.5,70.5,ECL,1,0.00268,0.0002,
OGLE-LMC-HB-0034,RG,4.932394,-66.936778,-99.99,LMC131.2.50,LMC533.11.22828,OGLE-LMC-ECL-27647,15.05,16.604,1.554,537.06,0.3,9385.5,0.033,0.445,59.9,36.5,-99.99,1,0.00292,0.00075,
OGLE-LMC-HB-0035,RG,4.943517,-72.347167,-99.99,-99.99,LMC507.24.22,2MASS J04563665-7220498,15.512,17.03,1.518,242.594,0.071,9083.6,0.09,0.2296,52.2,68.1,-99.99,1,0.0241,-0.0025,
OGLE-LMC-HB-0036,RG,4.945353,-69.571028,-99.99,LMC128.5.31659,LMC531.10.24,OGLE-LMC-ECL-03512,15.542,17.079,1.537,271.606,0.055,9080.9,0.056,0.2181,51,72.1,OSARG,1,0.01648,-0.00244,
OGLE-LMC-HB-0037,RG,4.946867,-70.355528,-99.99,LMC129.6.18547,LMC530.18.8028,-99.99,15.462,16.939,1.477,392.56,0.31,9028.4,0.026,0.458,44,4.1,-99.99,1,0.00329,-0.00053,
OGLE-LMC-HB-0038,MS,4.949636,-66.389528,-99.99,-99.99,LMC533.28.4396,2MASS J04565868-6623224,15.375,15.368,-0.007,4.18476,0.00014,9000.05,0.014,0.288,34.8,13,ECL,0,0.0049,-0.0017,
OGLE-LMC-HB-0039,RG,4.95,-69.33225,-99.99,LMC127.7.56,LMC531.09.50649,-99.99,14.914,16.301,1.387,356.35,0.28,9030.3,0.021,0.296,45.7,17.8,-99.99,1,0.00511,-0.0006,
OGLE-LMC-HB-0040,RG,4.951117,-70.961278,-99.99,LMC130.6.13839,LMC508.25.10629,-99.99,15.628,17.099,1.471,327.99,0.25,9087.6,0.021,0.247,67,133.9,-99.99,0,0.00378,0.00122,
OGLE-LMC-HB-0041,RG,4.951306,-72.2805,-99.99,-99.99,LMC507.24.10,-99.99,14.373,15.932,1.559,354.75,0.35,9277.8,0.049,0.164,65,35.6,-99.99,1,0.0123,0.0047,
OGLE-LMC-HB-0042,RG,4.952847,-70.973028,-99.99,LMC130.6.13841,LMC508.25.10623,-99.99,15.598,17.16,1.562,575.54,0.28,9472.2,0.039,0.502,56.2,59.4,-99.99,1,0.00278,-0.0004,
OGLE-LMC-HB-0043,MS,4.954742,-69.667056,-99.99,LMC128.5.5858,LMC531.01.45685,OGLE-LMC-ECL-03748,16.231,16.197,-0.034,8.54268,0.0002,9003.64,0.022,0.44,42.6,127.3,ECL,0,0.00339,-0.00163,
OGLE-LMC-HB-0044,RG,4.955106,-69.321278,-99.99,LMC127.7.8481,LMC531.09.50669,-99.99,15.056,16.631,1.575,694.34,0.37,9163.3,0.033,0.511,63,139,TEO,1,0.00195,-0.00006,
OGLE-LMC-HB-0045,MS,4.957247,-69.440639,-99.99,LMC127.8.34170,LMC531.09.42317,OGLE-LMC-ECL-03811,15.876,15.832,-0.044,4.788411,0.000054,9001.224,0.022,0.29,52.9,6,ECL,0,0.00487,-0.00131,
OGLE-LMC-HB-0046,MS,4.963744,-70.204306,-99.99,LMC129.5.19448,LMC509.16.3,-99.99,14.102,14.195,0.093,43.5187,0.0015,9028.8,0.076,0.421,19,77.8,-99.99,1,0.02031,-0.01436,
OGLE-LMC-HB-0047,RG,4.964442,-69.639444,-99.99,LMC128.5.12118,LMC509.25.22191,-99.99,15.817,17.34,1.523,322.17,0.13,9101.1,0.032,0.186,89.9,127.7,-99.99,1,0.00589,0.00252,
OGLE-LMC-HB-0048,RG,4.971789,-72.885194,-99.99,-99.99,LMC507.06.48,EROS2-star lm067-5l-26764,15.061,16.83,1.769,444.5,0.28,9043.6,0.075,0.3103,60.4,13.1,-99.99,1,0.01319,0.00237,
OGLE-LMC-HB-0049,RG,4.975167,-70.748833,-99.99,LMC130.4.77,LMC508.32.133,-99.99,16.122,17.464,1.342,394.2,0.36,9128.8,0.024,0.44,58.3,28.8,-99.99,1,0.00229,0.00014,
OGLE-LMC-HB-0050,MS,4.983603,-69.162333,-99.99,LMC127.6.53509,LMC531.17.42250,OGLE-LMC-ECL-04417,17.114,17.735,0.621,12.88226,0.00013,9001.284,0.111,0.2045,81,25.3,ECL,0,0.02099,0.00117,
OGLE-LMC-HB-0051,RG,4.995789,-69.805111,-99.99,LMC128.3.58,LMC509.24.113,-99.99,15.349,16.61,1.261,342.273,0.09,9221,0.05,0.3072,55,4.8,-99.99,1,0.00999,0.00053,
OGLE-LMC-HB-0052,RG,4.995858,-68.35475,-99.99,LMC125.8.11290,LMC532.08.24428,-99.99,15.984,17.364,1.38,209.46,0.1,9061.3,0.024,0.283,31,158.7,-99.99,1,0.0089,-0.00487,
OGLE-LMC-HB-0053,RG,4.996289,-70.496694,-99.99,LMC129.2.26,LMC509.07.10,-99.99,14.374,15.986,1.612,615.11,0.37,9551.1,0.039,0.454,50.3,46.6,OSARG,1,0.00416,-0.00007,
OGLE-LMC-HB-0054,RG,4.997858,-69.238833,-99.99,LMC127.3.70,LMC531.17.98,-99.99,15.928,17.306,1.378,251.51,0.11,9114.85,0.032,0.688,27.9,84.3,-99.99,0,0.00179,-0.00244,
OGLE-LMC-HB-0055,RG,5.006244,-70.12725,-99.99,LMC128.1.5546,LMC509.15.281,[O96] D050NE-67,16.057,17.371,1.314,197.296,0.051,9175.2,0.032,0.303,31.6,155.8,-99.99,1,0.01116,-0.00649,
OGLE-LMC-HB-0056,RG,5.006311,-69.343028,-99.99,LMC127.2.112,LMC509.32.23387,-99.99,16.517,17.988,1.471,191.79,0.044,9097.6,0.044,0.237,59.7,133.7,-99.99,1,0.00941,0.00059,
OGLE-LMC-HB-0057,RG,5.010069,-68.893556,LMC_SC15_38588,LMC126.1.7,LMC510.15.58,OGLE BRIGHT-LMC-ECL-80,14.161,15.674,1.513,302.521,0.053,9184.4,0.057,0.153,66.1,128.6,-99.99,1,0.01413,0.00376,
OGLE-LMC-HB-0058,RG,5.011631,-67.963778,-99.99,LMC125.3.23519,LMC532.17.3991,-99.99,15.889,17.404,1.515,209.448,0.05,9029.1,0.047,0.1527,76.9,107.6,-99.99,1,0.01011,0.00416,
OGLE-LMC-HB-0059,RG,5.014786,-68.744722,LMC_SC15_102777,LMC126.2.51,LMC510.15.41039,-99.99,15.399,16.821,1.422,419.66,0.21,9386.2,0.025,0.407,62.7,129,-99.99,1,0.00253,0.00029,
OGLE-LMC-HB-0060,RG,5.027922,-68.644639,LMC_SC15_164995,LMC126.3.8382,LMC510.23.129,-99.99,15.107,16.64,1.533,320.85,0.038,9136.74,0.088,0.2758,56.19,152.8,-99.99,1,0.018,0.0027,
OGLE-LMC-HB-0061,RG,5.0288,-70.077222,-99.99,LMC128.1.11830,LMC509.14.150,-99.99,15.324,16.933,1.609,327.868,0.099,9124.7,0.044,0.268,32.86,167.2,OSARG,1,0.01704,-0.00954,
OGLE-LMC-HB-0062,RG,5.0297,-67.487861,-99.99,LMC124.2.19471,LMC511.15.24099,-99.99,16.024,17.383,1.359,239.03,0.11,9059.4,0.023,0.305,50.9,141.1,-99.99,1,0.00478,-0.00039,
OGLE-LMC-HB-0063,RG,5.030608,-66.71375,-99.99,LMC123.4.52,LMC533.17.3575,-99.99,15.021,16.652,1.631,380.97,0.19,9285.9,0.045,0.2471,61,93.8,-99.99,1,0.00953,0.0021,
OGLE-LMC-HB-0064,RG,5.039161,-69.656417,-99.99,LMC120.5.29,LMC509.23.25732,OGLE-LMC-ECL-05622,15.058,16.808,1.75,526.11,0.23,9019.3,0.042,0.3658,77,79.5,ECL,1,0.0042,0.00171,
OGLE-LMC-HB-0065,RG,5.042533,-72.286889,-99.99,-99.99,LMC507.21.75,-99.99,15.754,17.244,1.49,255.375,0.062,9106.5,0.093,0.2934,68.3,64.3,-99.99,1,0.01366,0.00411,
OGLE-LMC-HB-0066,RG,5.043794,-69.144889,LMC_SC14_24301,LMC127.3.72567,LMC510.06.51213,2MASS J05023766-6908416,14.992,16.737,1.745,532.15,0.26,9098,0.038,0.1533,58.4,45.4,OSARG,1,0.01083,-0.00117,
OGLE-LMC-HB-0067,RG,5.047964,-67.472667,-99.99,LMC124.3.9903,LMC511.14.23530,-99.99,15.245,16.753,1.508,371.78,0.24,9269.4,0.025,0.162,64,60.5,-99.99,1,0.0064,0.0016,
OGLE-LMC-HB-0068,RG,5.048297,-69.948167,-99.99,LMC120.7.39,LMC509.13.28188,-99.99,15.546,17.143,1.597,315.48,0.21,9315.3,0.018,0.119,63,63,-99.99,1,0.00535,0.00178,
OGLE-LMC-HB-0069,RG,5.048744,-68.5285,-99.99,LMC126.3.58648,LMC510.23.36207,OGLE-LMC-ECL-05863,16.519,18.207,1.688,178.123,0.022,9157.61,0.087,0.2443,68.7,111,-99.99,1,0.01531,0.00509,
OGLE-LMC-HB-0070,MS,5.051922,-70.677667,-99.99,LMC121.8.4297,LMC508.30.21,-99.99,14.278,14.336,0.058,27.82349,0.00041,9024.01,0.089,0.4761,28.89,89.48,ECL,0,0.02496,-0.0124,
OGLE-LMC-HB-0071,MS,5.052875,-68.643389,LMC_SC14_61334,LMC118.6.1,LMC510.23.38,-99.99,14.648,14.486,-0.162,6.214827,0.000056,9002.333,0.023,0.163,33.8,7.8,-99.99,1,0.013,-0.0059,
OGLE-LMC-HB-0072,MS,5.054894,-67.059222,-99.99,LMC123.1.16263,LMC511.31.66,OGLE-LMC-ECL-06035,15.379,15.193,-0.186,4.57968,0.000043,9002.627,0.019,0.365,40.5,19,ECL,0,0.00395,-0.00162,
OGLE-LMC-HB-0073,RG,5.057097,-71.945056,-99.99,-99.99,LMC507.29.99,-99.99,16.012,17.343,1.331,202.15,0.15,9118.9,0.027,0.222,60,37.3,-99.99,1,0.0062,0.0021,
OGLE-LMC-HB-0074,RG,5.061508,-69.351278,-99.99,LMC119.7.12547,LMC509.30.34591,OGLE-LMC-ECL-06208,15.852,17.254,1.402,694.8,0.39,9631.8,0.027,0.633,65,87.9,ECL,1,0.00069,0.0003,
OGLE-LMC-HB-0075,RG,5.064878,-70.669722,-99.99,LMC121.8.9065,LMC508.29.20212,OGLE-LMC-ECL-06300,15.265,16.896,1.631,474.313,0.075,9119.34,0.121,0.4174,72.1,111.9,OSARG,1,0.00971,0.00284,
OGLE-LMC-HB-0076,RG,5.073089,-70.37275,-99.99,LMC121.6.20906,LMC509.04.28801,-99.99,14.697,16,1.303,376.77,0.27,9253.3,0.021,0.433,65.4,130.9,-99.99,1,0.00174,0.00023,
OGLE-LMC-HB-0077,RG,5.078281,-65.231417,-99.99,-99.99,LMC513.14.80,OGLE-LMC-ECL-29144,15.864,17.111,1.247,312.87,0.8,9307.7,0.013,0.297,49,19,ECL,0,0.00302,-0.00083,
OGLE-LMC-HB-0078,RG,5.079308,-69.252361,LMC_SC14_216143,LMC119.7.79191,LMC510.05.21,EROS2-star lm010-0l-7392,13.838,15.356,1.518,661.15,0.5,9477.7,0.018,0.39,61.5,123.4,-99.99,1,0.00205,0.0006,
OGLE-LMC-HB-0079,RG,5.079681,-70.299778,-99.99,LMC121.6.49805,LMC509.04.29161,-99.99,15.807,17.183,1.376,251.427,0.052,9028.9,0.045,0.374,70.5,119.1,-99.99,1,0.0046,0.00133,
OGLE-LMC-HB-0080,RG,5.080622,-72.025972,-99.99,-99.99,LMC507.28.4,-99.99,13.871,15.26,1.389,811.8,1.1,9491.7,0.052,0.473,74.3,94.8,OSARG/ECL,0,0.00314,0.00041,
OGLE-LMC-HB-0081,RG,5.080736,-71.868111,-99.99,-99.99,LMC507.28.9270,-99.99,15.872,17.367,1.495,682.6,1.2,9010.1,0.044,0.533,89.5,123.1,-99.99,1,0.0017,0.00067,
OGLE-LMC-HB-0082,RG,5.08485,-70.257528,-99.99,LMC121.5.22054,LMC509.04.28977,-99.99,15.086,16.584,1.498,449.24,0.41,9047.9,0.024,0.204,70.6,24.1,OSARG,1,0.005,0.0026,
OGLE-LMC-HB-0083,RG,5.085867,-68.810028,LMC_SC13_30515,LMC118.7.21722,LMC510.12.55826,2MASS J05050911-6848361,14.37,15.572,1.202,205.453,0.021,9072.3,0.065,0.175,62.4,60,-99.99,1,0.01599,0.00228,
OGLE-LMC-HB-0084,MS,5.102011,-68.099917,-99.99,LMC117.7.57839,LMC510.29.35110,-99.99,14.546,14.635,0.089,61.1213,0.0052,9003.57,0.044,0.437,19.6,1,-99.99,1,0.0078,-0.0071,
OGLE-LMC-HB-0085,RG,5.102678,-67.20125,-99.99,LMC116.5.12988,LMC511.21.19128,-99.99,15.514,16.767,1.253,227.618,0.064,9110.5,0.035,0.224,58.5,77.8,-99.99,1,0.00826,0.00059,
OGLE-LMC-HB-0086,RG,5.102761,-68.531333,LMC_SC13_121909,LMC118.6.66983,LMC510.21.50887,-99.99,15.63,17.145,1.515,318.22,0.15,9213.3,0.024,0.152,72,37.9,-99.99,1,0.0055,0.00224,
OGLE-LMC-HB-0087,RG,5.103025,-69.842722,LMC_SC12_66110,LMC120.2.38013,LMC509.20.110,EROS2-star lm010-4m-15619,15.141,16.897,1.756,394.19,0.1,9092.2,0.045,0.18,46.5,15.5,-99.99,1,0.01651,-0.00151,
OGLE-LMC-HB-0088,RG,5.104478,-71.087972,-99.99,LMC122.2.73,LMC508.20.53,-99.99,15.107,16.622,1.515,278.188,0.093,9064.7,0.033,0.246,52.3,65,-99.99,1,0.00828,-0.00133,
